instruction,hi_err,hi_corr
Convert this sentence from Hinglish phonetic text to Hindi:,nirgun,निरगुन
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,kaunon,कौनों
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,suljhaao,सुलझाओ
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,sanwaaroge,सँवारोगे
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,prabhuji,प्रभुजि
Uccharan ko banaye rakhte hue Hindi lipi likhein:,nirbal,निरबल
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,kyun,क्युन
Nimnlikhit paath ko Hindi lipi mein badlein:,chherat,छेरत
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,gaarii,गारी
Write the Hindi script preserving the pronunciation:,gaari,गारी
"Given the Hinglish word, provide its Hindi equivalent:",daalat,डालत
This is a transliteration task. Convert Hinglish to Hindi script:,doraa,डोरा
Convert the following text into Hindi script:,bhigoyii,भिगोयी
Convert this sentence from Hinglish phonetic text to Hindi:,kamajor,कमजोर
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,akeli,एकली
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,bulaat,बुलात
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,maiya,माइया
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,pehnengi,पहनेगी
Uccharan ko banaye rakhte hue Hindi lipi likhein:,asire,असीरे
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,sehar,सेहर
Nimnlikhit paath ko Hindi lipi mein badlein:,mahamil,महमिल
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,fariyaadi,फ़रियादी
Write the Hindi script preserving the pronunciation:,badnazar,बदनज़र
"Given the Hinglish word, provide its Hindi equivalent:",pahunchoge,पहुँचोगे
This is a transliteration task. Convert Hinglish to Hindi script:,tukada,तुकड़ा
Convert the following text into Hindi script:,bitaaye,बिताए
Convert this sentence from Hinglish phonetic text to Hindi:,bithaye,बिताए
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,pehchaana,पेहचाना
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,aandhiyaan,आँधीयाँ
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,lakshya,लक्ष्य
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,mandlaaye,मंडलाये
Uccharan ko banaye rakhte hue Hindi lipi likhein:,baaga,बागा
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,raatama,रातमा
Nimnlikhit paath ko Hindi lipi mein badlein:,saahibaan,साहिबां
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,munhase,मुँहसे
Write the Hindi script preserving the pronunciation:,sahibaan,सहिबां
"Given the Hinglish word, provide its Hindi equivalent:",nehara,नेहरा
This is a transliteration task. Convert Hinglish to Hindi script:,maaeri,माएरी
Convert the following text into Hindi script:,angadaayii,अंगड़ायी
Convert this sentence from Hinglish phonetic text to Hindi:,usko,उस्को
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,nainon,नैंओं
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,giri,गिरि
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,beheti,बेहती
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,behete,बेहते
Uccharan ko banaye rakhte hue Hindi lipi likhein:,karvat,कर्वट
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,khumaar,ख़्हुमार
Nimnlikhit paath ko Hindi lipi mein badlein:,milne,मिल्ने
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,chhupaayegi,छुपाएगी
Write the Hindi script preserving the pronunciation:,banengi,बनेंगी
"Given the Hinglish word, provide its Hindi equivalent:",hitalar,हिटलर
This is a transliteration task. Convert Hinglish to Hindi script:,mahaabhaarat,महाभारत
Convert the following text into Hindi script:,pitaayi,पिटाई
Convert this sentence from Hinglish phonetic text to Hindi:,buzadilon,बुज़दिलों
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,buzdilon,बुज़दिलों
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,lutaauun,लुटाऊं
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,lutaaun,लुटाऊं
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,kesh,केश
Uccharan ko banaye rakhte hue Hindi lipi likhein:,dhaatum,ढातुम
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,chalaata,चलाता
Nimnlikhit paath ko Hindi lipi mein badlein:,udaave,उड़ावे
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,bhejiyo,भेजियो
Write the Hindi script preserving the pronunciation:,rooyegi,रोयेगी
"Given the Hinglish word, provide its Hindi equivalent:",barasengi,बरसेंगी
This is a transliteration task. Convert Hinglish to Hindi script:,chabiyan,चाभियाँ
Convert the following text into Hindi script:,tiku,टिकु
Convert this sentence from Hinglish phonetic text to Hindi:,chahu,चहू
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,sagara,सगरा
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,hasati,हँसाती
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,mitaati,मिटाती
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,dokha,धोखा
Uccharan ko banaye rakhte hue Hindi lipi likhein:,manga,मंगा
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,chugane,चुगने
Nimnlikhit paath ko Hindi lipi mein badlein:,fulakaareeyaa,फुलकारियाँ
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,chingaareeyaa,चिन्गारियाँ
Write the Hindi script preserving the pronunciation:,phiraan,फिराँ
"Given the Hinglish word, provide its Hindi equivalent:",dilruba,दिलरूबा
This is a transliteration task. Convert Hinglish to Hindi script:,dulhaare,दुलारे
Convert the following text into Hindi script:,dulaare,दुलारे
Convert this sentence from Hinglish phonetic text to Hindi:,sajaayegi,सजाएगी
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,sajayegi,सजाएगी
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,bandhake,बाँधके
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,dolat,डोलत
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,mridang,म्रिदंग
